,Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
762,2018-09-13,15743158194716.41,5689384057393.04,21432542252109.45,1,2018,4,2018,3,9,13
763,2018-09-12,15764643670319.71,5686133968197.9,21450777638517.61,1,2018,4,2018,3,9,12
764,2018-09-11,15765919908647.53,5700320315117.45,21466240223764.98,1,2018,4,2018,3,9,11
765,2018-09-10,15766124319572.62,5693666077734.05,21459790397306.67,1,2018,4,2018,3,9,10
766,2018-09-07,15766469303541.8,5690013804721.04,21456483108262.84,1,2018,4,2018,3,9,7
767,2018-09-06,15766687580863.66,5687902301488.44,21454589882352.1,1,2018,4,2018,3,9,6
768,2018-09-05,15784640443924.65,5686428122939.52,21471068566864.17,1,2018,4,2018,3,9,5
769,2018-09-04,15784224420723.73,5671125323563.57,21455349744287.3,1,2018,4,2018,3,9,4
770,2018-08-31,15785389142392.19,5673460531712.84,21458849674105.03,1,2018,4,2018,3,8,31
771,2018-08-30,15733949377988.37,5708518277125.94,21442467655114.31,1,2018,4,2018,3,8,30
772,2018-08-29,15729402444459.44,5710016523862.04,21439418968321.48,1,2018,4,2018,3,8,29
773,2018-08-28,15729416547573.57,5712361507279.67,21441778054853.24,1,2018,4,2018,3,8,28
774,2018-08-27,15728682728474.3,5705827067279.0,21434509795753.3,1,2018,4,2018,3,8,27
775,2018-08-24,15728711190338.12,5699204695745.74,21427915886083.86,1,2018,4,2018,3,8,24
776,2018-08-23,15729790225795.17,5698174465587.02,21427964691382.19,1,2018,4,2018,3,8,23
777,2018-08-22,15710916490774.11,5695852638495.16,21406769129269.27,1,2018,4,2018,3,8,22
778,2018-08-21,15709668196755.19,5709821505658.07,21419489702413.26,1,2018,4,2018,3,8,21
779,2018-08-20,15709290599127.17,5704306134188.17,21413596733315.34,1,2018,4,2018,3,8,20
780,2018-08-17,15709394160830.51,5701987835087.16,21411381995917.67,1,2018,4,2018,3,8,17
781,2018-08-16,15709902523901.14,5697296400427.32,21407198924328.46,1,2018,4,2018,3,8,16
782,2018-08-15,15673102568890.7,5699233293827.56,21372335862718.26,1,2018,4,2018,3,8,15
783,2018-08-14,15647844389253.73,5703725766420.23,21351570155673.96,1,2018,4,2018,3,8,14
784,2018-08-13,15647722916074.19,5697369600637.42,21345092516711.61,1,2018,4,2018,3,8,13
785,2018-08-10,15645938133938.85,5694367726774.41,21340305860713.26,1,2018,4,2018,3,8,10
786,2018-08-09,15645895970967.24,5696284467083.12,21342180438050.36,1,2018,4,2018,3,8,9
787,2018-08-08,15604133297699.72,5694478354400.05,21298611652099.77,1,2018,4,2018,3,8,8
788,2018-08-07,15603813170007.85,5706122717053.15,21309935887061.0,1,2018,4,2018,3,8,7
789,2018-08-06,15603767379478.33,5701628977652.89,21305396357131.22,1,2018,4,2018,3,8,6
790,2018-08-03,15603529858901.33,5696355162538.84,21299885021440.17,1,2018,4,2018,3,8,3
791,2018-08-02,15603785459719.54,5709496021253.16,21313281480972.7,1,2018,4,2018,3,8,2
792,2018-08-01,15566616303580.77,5698227391541.11,21264843695121.88,1,2018,4,2018,3,8,1
793,2018-07-31,15569493125391.06,5743567934811.3,21313061060202.36,1,2018,4,2018,3,7,31
794,2018-07-30,15566249059692.69,5733087840947.3,21299336900639.99,1,2018,4,2018,3,7,30
795,2018-07-27,15565835238260.36,5732694519900.03,21298529758160.39,1,2018,4,2018,3,7,27
796,2018-07-26,15565709540458.06,5732915973388.41,21298625513846.47,1,2018,4,2018,3,7,26
797,2018-07-25,15538268632355.25,5727196452922.87,21265465085278.12,1,2018,4,2018,3,7,25
798,2018-07-24,15536640027940.81,5734607772599.2,21271247800540.01,1,2018,4,2018,3,7,24
799,2018-07-23,15536461354753.53,5727346589639.24,21263807944392.77,1,2018,4,2018,3,7,23
800,2018-07-20,15535879115989.86,5724772734127.89,21260651850117.75,1,2018,4,2018,3,7,20
801,2018-07-19,15535663966290.66,5724334431804.26,21259998398094.92,1,2018,4,2018,3,7,19
802,2018-07-18,15512748584872.01,5728115197216.94,21240863782088.95,1,2018,4,2018,3,7,18
803,2018-07-17,15512500347731.11,5742914138752.3,21255414486483.41,1,2018,4,2018,3,7,17
804,2018-07-16,15512046919636.02,5731325924435.8,21243372844071.82,1,2018,4,2018,3,7,16
805,2018-07-13,15484166924361.9,5726582785623.48,21210749709985.38,1,2018,4,2018,3,7,13
806,2018-07-12,15483825394034.71,5727347778794.19,21211173172828.9,1,2018,4,2018,3,7,12
807,2018-07-11,15482229910418.34,5725570990542.9,21207800900961.24,1,2018,4,2018,3,7,11
808,2018-07-10,15481784545311.01,5734616605326.28,21216401150637.29,1,2018,4,2018,3,7,10
809,2018-07-09,15481266285833.27,5726852128390.25,21208118414223.52,1,2018,4,2018,3,7,9
810,2018-07-06,15480348690775.16,5725610554832.78,21205959245607.94,1,2018,4,2018,3,7,6
811,2018-07-05,15480335133615.97,5722437764873.09,21202772898489.06,1,2018,4,2018,3,7,5
812,2018-07-03,15479809288773.33,5721136903063.24,21200946191836.57,1,2018,4,2018,3,7,3
813,2018-07-02,15478025973800.28,5728243860182.99,21206269833983.27,1,2018,4,2018,3,7,2
814,2018-06-29,15466564313316.59,5728505322006.22,21195069635322.81,1,2018,3,2018,2,6,29
815,2018-06-28,15445344838811.38,5683654980609.91,21128999819421.29,1,2018,3,2018,2,6,28
816,2018-06-27,15449872082325.55,5682594916023.15,21132466998348.7,1,2018,3,2018,2,6,27
817,2018-06-26,15450003820829.99,5699675666649.04,21149679487479.03,1,2018,3,2018,2,6,26
818,2018-06-25,15449788829355.28,5690264848112.51,21140053677467.79,1,2018,3,2018,2,6,25
819,2018-06-22,15449506168261.43,5681094715584.76,21130600883846.19,1,2018,3,2018,2,6,22
820,2018-06-21,15450298737509.93,5680505325344.89,21130804062854.82,1,2018,3,2018,2,6,21
821,2018-06-20,15453996649404.43,5680214074001.41,21134210723405.84,1,2018,3,2018,2,6,20
822,2018-06-19,15453853338440.76,5691922910374.59,21145776248815.35,1,2018,3,2018,2,6,19
823,2018-06-18,15453290390614.64,5678261774507.02,21131552165121.66,1,2018,3,2018,2,6,18
824,2018-06-15,15452782944214.64,5671077059562.36,21123860003777.0,1,2018,3,2018,2,6,15
825,2018-06-14,15411279777643.93,5669520691418.6,21080800469062.53,1,2018,3,2018,2,6,14
826,2018-06-13,15420891746855.51,5665904981208.19,21086796728063.7,1,2018,3,2018,2,6,13
827,2018-06-12,15420381069951.78,5679108858740.45,21099489928692.23,1,2018,3,2018,2,6,12
828,2018-06-11,15420109283609.04,5672830188653.26,21092939472262.3,1,2018,3,2018,2,6,11
829,2018-06-08,15419575371855.33,5669544814167.62,21089120186022.95,1,2018,3,2018,2,6,8
830,2018-06-07,15419090263839.35,5681014484078.07,21100104747917.42,1,2018,3,2018,2,6,7
831,2018-06-06,15425885426743.22,5676467447251.19,21102352873994.41,1,2018,3,2018,2,6,6
832,2018-06-05,15425827743823.57,5675531809567.35,21101359553390.92,1,2018,3,2018,2,6,5
833,2018-06-04,15425286518774.78,5665501666265.12,21090788185039.9,1,2018,3,2018,2,6,4
834,2018-06-01,15424755242677.0,5658346598413.82,21083101841090.82,1,2018,3,2018,2,6,1
835,2018-05-31,15426913434471.75,5718301751254.52,21145215185726.27,1,2018,3,2018,2,5,31
836,2018-05-30,15398772154071.18,5706944532937.24,21105716687008.42,1,2018,3,2018,2,5,30
837,2018-05-29,15398397888265.23,5704683341889.39,21103081230154.62,1,2018,3,2018,2,5,29
838,2018-05-25,15397587847773.78,5702559649133.35,21100147496907.13,1,2018,3,2018,2,5,25
839,2018-05-24,15381628979338.11,5704894125365.33,21086523104703.44,1,2018,3,2018,2,5,24
840,2018-05-23,15372610113506.17,5710350800710.97,21082960914217.14,1,2018,3,2018,2,5,23
841,2018-05-22,15372575574992.69,5722070807043.84,21094646382036.53,1,2018,3,2018,2,5,22
842,2018-05-21,15372445671093.83,5713499061614.02,21085944732707.85,1,2018,3,2018,2,5,21
843,2018-05-18,15372216324852.68,5708441246763.17,21080657571615.85,1,2018,3,2018,2,5,18
844,2018-05-17,15372037003890.66,5708874537411.15,21080911541301.81,1,2018,3,2018,2,5,17
845,2018-05-16,15365901408525.02,5708072119140.02,21073973527665.04,1,2018,3,2018,2,5,16
846,2018-05-15,15365492662887.04,5720270601621.96,21085763264509.0,1,2018,3,2018,2,5,15
847,2018-05-14,15341597388589.64,5712735962991.53,21054333351581.17,1,2018,3,2018,2,5,14
848,2018-05-11,15340882566316.37,5709757145907.76,21050639712224.13,1,2018,3,2018,2,5,11
849,2018-05-10,15340545306320.27,5710277287581.36,21050822593901.63,1,2018,3,2018,2,5,10
850,2018-05-09,15333538439277.22,5707470173475.17,21041008612752.39,1,2018,3,2018,2,5,9
851,2018-05-08,15333103857455.4,5721661636984.33,21054765494439.73,1,2018,3,2018,2,5,8
852,2018-05-07,15332140579833.99,5712026059742.74,21044166639576.73,1,2018,3,2018,2,5,7
853,2018-05-04,15331483065177.68,5706479844144.66,21037962909322.34,1,2018,3,2018,2,5,4
854,2018-05-03,15331188299570.49,5702519425215.78,21033707724786.27,1,2018,3,2018,2,5,3
855,2018-05-02,15333904680989.11,5711424354482.74,21045329035471.85,1,2018,3,2018,2,5,2
856,2018-05-01,15333841267986.47,5696788712069.5,21030629980055.97,1,2018,3,2018,2,5,1
857,2018-04-30,15335128360141.59,5733071837291.8,21068200197433.39,1,2018,3,2018,2,4,30
858,2018-04-27,15335311552244.69,5718050545505.46,21053362097750.15,1,2018,3,2018,2,4,27
859,2018-04-26,15335203460011.52,5720294834415.38,21055498294426.9,1,2018,3,2018,2,4,26
860,2018-04-25,15343166694572.03,5716433407724.69,21059600102296.72,1,2018,3,2018,2,4,25
861,2018-04-24,15341956513722.33,5720437493776.82,21062394007499.15,1,2018,3,2018,2,4,24
862,2018-04-23,15341604906024.08,5701712833866.53,21043317739890.61,1,2018,3,2018,2,4,23
863,2018-04-20,15341934608555.27,5696754480733.25,21038689089288.52,1,2018,3,2018,2,4,20
864,2018-04-19,15341717338928.25,5693773160133.77,21035490499062.02,1,2018,3,2018,2,4,19
865,2018-04-18,15383525794902.6,5696299827559.11,21079825622461.71,1,2018,3,2018,2,4,18
866,2018-04-17,15382829721962.65,5695471529022.77,21078301250985.42,1,2018,3,2018,2,4,17
867,2018-04-16,15382519365712.58,5688447055185.07,21070966420897.65,1,2018,3,2018,2,4,16
868,2018-04-13,15396372854511.25,5667057298759.77,21063430153271.02,1,2018,3,2018,2,4,13
869,2018-04-12,15396109712391.53,5666372635184.52,21062482347576.05,1,2018,3,2018,2,4,12
870,2018-04-11,15457761371722.06,5664072569725.8,21121833941447.86,1,2018,3,2018,2,4,11
871,2018-04-10,15457815316605.78,5676976268439.97,21134791585045.75,1,2018,3,2018,2,4,10
872,2018-04-09,15457541524162.47,5669433935050.19,21126975459212.66,1,2018,3,2018,2,4,9
873,2018-04-06,15456890388302.0,5663438099980.31,21120328488282.31,1,2018,3,2018,2,4,6
874,2018-04-05,15456579589403.9,5663936625228.62,21120516214632.52,1,2018,3,2018,2,4,5
875,2018-04-04,15458648483778.93,5659533194871.74,21118181678650.67,1,2018,3,2018,2,4,4
876,2018-04-03,15458246704805.32,5658789858569.16,21117036563374.48,1,2018,3,2018,2,4,3
877,2018-04-02,15457245026801.38,5662183140332.94,21119428167134.32,1,2018,3,2018,2,4,2
878,2018-03-30,15428010045518.83,5661632908677.02,21089642954195.85,1,2018,2,2018,1,3,30
879,2018-03-29,15428254601550.1,5685321954286.35,21113576555836.45,1,2018,2,2018,1,3,29
880,2018-03-28,15391333188300.65,5679790793491.7,21071123981792.35,1,2018,2,2018,1,3,28
881,2018-03-27,15390843839115.4,5694165118957.03,21085008958072.43,1,2018,2,2018,1,3,27
882,2018-03-26,15390217086112.81,5687787209119.18,21078004295231.99,1,2018,2,2018,1,3,26
883,2018-03-23,15389677444847.01,5679233718867.99,21068911163715.0,1,2018,2,2018,1,3,23
884,2018-03-22,15389237897601.57,5675917956367.31,21065155853968.88,1,2018,2,2018,1,3,22
885,2018-03-21,15359114729978.59,5673570403194.64,21032685133173.23,1,2018,2,2018,1,3,21
886,2018-03-20,15358774462932.23,5691634549786.49,21050409012718.72,1,2018,2,2018,1,3,20
887,2018-03-19,15358184981435.08,5686238385395.58,21044423366830.66,1,2018,2,2018,1,3,19
888,2018-03-16,15357470261453.12,5676639132641.65,21034109394094.77,1,2018,2,2018,1,3,16
889,2018-03-15,15356367776113.95,5674699228652.3,21031067004766.25,1,2018,2,2018,1,3,15
890,2018-03-14,15285211732275.09,5673019203914.54,20958230936189.63,1,2018,2,2018,1,3,14
891,2018-03-13,15285267594523.09,5687542172962.25,20972809767485.34,1,2018,2,2018,1,3,13
892,2018-03-12,15284841397164.91,5677375619651.25,20962217016816.16,1,2018,2,2018,1,3,12
893,2018-03-09,15283143110463.34,5673893988809.08,20957037099272.42,1,2018,2,2018,1,3,9
894,2018-03-08,15282833768576.52,5674481063044.96,20957314831621.48,1,2018,2,2018,1,3,8
895,2018-03-07,15209278050307.27,5670590187614.76,20879868237922.03,1,2018,2,2018,1,3,7
896,2018-03-06,15208803986989.88,5670011108136.66,20878815095126.54,1,2018,2,2018,1,3,6
897,2018-03-05,15208405967711.0,5664350609850.62,20872756577561.62,1,2018,2,2018,1,3,5
898,2018-03-02,15207675011661.06,5660051879093.52,20867726890754.58,1,2018,2,2018,1,3,2
899,2018-03-01,15206808829608.28,5667626699919.28,20874435529527.56,1,2018,2,2018,1,3,1
900,2018-02-28,15150589235512.83,5705082307393.12,20855671542905.95,1,2018,2,2018,1,2,28
901,2018-02-27,15127327928607.23,5710860989824.91,20838188918432.14,1,2018,2,2018,1,2,27
902,2018-02-26,15126091134846.28,5702866621639.34,20828957756485.62,1,2018,2,2018,1,2,26
903,2018-02-23,15125266413158.17,5695598860950.92,20820865274109.09,1,2018,2,2018,1,2,23
904,2018-02-22,15110482929984.67,5694515695502.88,20804998625487.55,1,2018,2,2018,1,2,22
905,2018-02-21,15068301864620.73,5695171799962.48,20763473664583.21,1,2018,2,2018,1,2,21
906,2018-02-20,15068459260605.44,5701039199976.5,20769498460581.94,1,2018,2,2018,1,2,20
907,2018-02-16,15067669907305.63,5692488169025.05,20760158076330.68,1,2018,2,2018,1,2,16
908,2018-02-15,15018135646693.34,5692067963556.4,20710203610249.74,1,2018,2,2018,1,2,15
909,2018-02-14,14984392864937.32,5685213436247.58,20669606301184.9,1,2018,2,2018,1,2,14
910,2018-02-13,14982497795737.89,5699328006707.53,20681825802445.42,1,2018,2,2018,1,2,13
911,2018-02-12,14982037239613.26,5691879130981.6,20673916370594.86,1,2018,2,2018,1,2,12
912,2018-02-09,14981023162801.12,5688056245607.0,20669079408408.12,1,2018,2,2018,1,2,9
913,2018-02-08,14824326747989.38,5670311228891.24,20494637976880.62,1,2018,2,2018,1,2,8
914,2018-02-07,14828998363221.32,5665086338007.41,20494084701228.73,1,2018,2,2018,1,2,7
915,2018-02-06,14828789437986.14,5665375613618.36,20494165051604.5,1,2018,2,2018,1,2,6
916,2018-02-05,14835522073981.73,5658723326602.59,20494245400584.32,1,2018,2,2018,1,2,5
917,2018-02-02,14840770479944.57,5653715965098.28,20494486445042.85,1,2018,2,2018,1,2,2
918,2018-02-01,14836157468843.4,5658409421362.67,20494566890206.07,1,2018,2,2018,1,2,1
919,2018-01-31,14803169732410.16,5690560189529.56,20493729921939.72,1,2018,2,2018,1,1,31
920,2018-01-30,14802029321616.22,5690998629808.0,20493027951424.22,1,2018,2,2018,1,1,30
921,2018-01-29,14806706033461.15,5686401012565.69,20493107046026.84,1,2018,2,2018,1,1,29
922,2018-01-26,14807511435613.17,5685832897576.38,20493344333189.55,1,2018,2,2018,1,1,26
923,2018-01-25,14805838434927.69,5687584988879.5,20493423423807.19,1,2018,2,2018,1,1,25
924,2018-01-24,14814662992793.42,5678288844421.64,20492951837215.06,1,2018,2,2018,1,1,24
925,2018-01-23,14802828641713.67,5690201349911.09,20493029991624.76,1,2018,2,2018,1,1,23
926,2018-01-22,14810806301617.72,5682301843025.41,20493108144643.13,1,2018,2,2018,1,1,22
927,2018-01-19,14813369408285.16,5679973214593.47,20493342622878.63,1,2018,2,2018,1,1,19
928,2018-01-18,14816444600791.45,5676976164528.54,20493420765319.99,1,2018,2,2018,1,1,18
929,2018-01-17,14812558278590.67,5680381041733.37,20492939320324.04,1,2018,2,2018,1,1,17
930,2018-01-16,14813999132114.82,5679017246299.3,20493016378414.12,1,2018,2,2018,1,1,16
931,2018-01-12,14825672834831.3,5667651702074.66,20493324536905.96,1,2018,2,2018,1,1,12
932,2018-01-11,14825224222475.65,5668177352488.42,20493401574964.07,1,2018,2,2018,1,1,11
933,2018-01-10,14827221796500.48,5665697408373.98,20492919204874.46,1,2018,2,2018,1,1,10
934,2018-01-09,14814465039163.88,5678529504082.2,20492994543246.08,1,2018,2,2018,1,1,9
935,2018-01-08,14822328754573.94,5670741125671.43,20493069880245.37,1,2018,2,2018,1,1,8
936,2018-01-05,14825245220953.68,5668050667851.27,20493295888804.95,1,2018,2,2018,1,1,5
937,2018-01-04,14829337499091.95,5664033721346.64,20493371220438.59,1,2018,2,2018,1,1,4
938,2018-01-03,14830821875020.65,5661704170577.53,20492526045598.18,1,2018,2,2018,1,1,3
939,2018-01-02,14832791508804.58,5659807253056.03,20492598761860.61,1,2018,2,2018,1,1,2
940,2017-12-29,14814721127803.77,5678025418389.98,20492746546193.75,1,2018,1,2017,4,12,29
941,2017-12-28,14868636178621.04,5624318395390.82,20492954574011.86,1,2018,1,2017,4,12,28
942,2017-12-27,14862808365456.6,5629704149394.4,20492512514851.0,1,2018,1,2017,4,12,27
943,2017-12-26,14861711360306.43,5630873550993.88,20492584911300.31,1,2018,1,2017,4,12,26
944,2017-12-22,14867653982349.78,5625220509932.8,20492874492282.58,1,2018,1,2017,4,12,22
945,2017-12-21,14874300693417.93,5618646188698.41,20492946882116.34,1,2018,1,2017,4,12,21
946,2017-12-20,14872404179962.78,5620119378124.77,20492523558087.55,1,2018,1,2017,4,12,20
947,2017-12-19,14859375221697.58,5633219355170.59,20492594576868.17,1,2018,1,2017,4,12,19
948,2017-12-18,14871115134574.13,5621550538825.78,20492665673399.91,1,2018,1,2017,4,12,18
949,2017-12-15,14876465319221.51,5616413400705.8,20492878719927.31,1,2018,1,2017,4,12,15
950,2017-12-14,14875266962033.88,5617682770178.48,20492949732212.36,1,2018,1,2017,4,12,14
951,2017-12-13,14865185323828.93,5622317179787.33,20487502503616.26,1,2018,1,2017,4,12,13
952,2017-12-12,14864589132682.79,5628018800183.84,20492607932866.63,1,2018,1,2017,4,12,12
953,2017-12-11,14864791729195.87,5627886010973.41,20492677740169.28,1,2018,1,2017,4,12,11
954,2017-12-08,14864901290186.69,5627985905382.45,20492887195569.14,1,2018,1,2017,4,12,8
955,2017-12-07,14905960878769.59,5635140632474.66,20541101511244.25,1,2018,1,2017,4,12,7
956,2017-12-06,14913765477253.3,5632676363419.12,20546441840672.42,1,2018,1,2017,4,12,6
957,2017-12-05,14913709643612.75,5632913935590.77,20546623579203.52,1,2018,1,2017,4,12,5
958,2017-12-04,14914001967724.12,5626358389132.93,20540360356857.05,1,2018,1,2017,4,12,4
959,2017-12-01,14914017544075.96,5617828676137.66,20531846220213.62,1,2018,1,2017,4,12,1
960,2017-11-30,14918713237390.02,5671678704922.24,20590391942312.26,1,2018,1,2017,4,11,30
961,2017-11-29,14902566209169.93,5661601162566.77,20564167371736.7,1,2018,1,2017,4,11,29
962,2017-11-28,14902207939416.99,5665729024781.07,20567936964198.06,1,2018,1,2017,4,11,28
963,2017-11-27,14901318823430.05,5662359743024.27,20563678566454.32,1,2018,1,2017,4,11,27
964,2017-11-24,14900676192116.56,5656602880573.99,20557279072690.55,1,2018,1,2017,4,11,24
965,2017-11-22,14881227677647.08,5652152263158.39,20533379940805.47,1,2018,1,2017,4,11,22
966,2017-11-21,14881051281288.87,5665875273178.91,20546926554467.78,1,2018,1,2017,4,11,21
967,2017-11-20,14879996080226.06,5658367304749.7,20538363384975.76,1,2018,1,2017,4,11,20
968,2017-11-17,14879382020564.05,5654637342426.52,20534019362990.57,1,2018,1,2017,4,11,17
969,2017-11-16,14878274733915.74,5650935482753.11,20529210216668.85,1,2018,1,2017,4,11,16
970,2017-11-15,14860504463573.1,5646841219465.58,20507345683038.68,1,2018,1,2017,4,11,15
971,2017-11-14,14845581756782.57,5658004536525.8,20503586293308.37,1,2018,1,2017,4,11,14
972,2017-11-13,14845405544955.47,5652478409549.9,20497883954505.37,1,2018,1,2017,4,11,13
973,2017-11-10,14844847254488.2,5622528410267.12,20467375664755.32,1,2018,1,2017,4,11,10
974,2017-11-09,14844966680594.3,5651125942218.23,20496092622812.53,1,2018,1,2017,4,11,9
975,2017-11-08,14823147147125.58,5648908429793.13,20472055576918.71,1,2018,1,2017,4,11,8
976,2017-11-07,14823047871224.46,5659208033399.9,20482255904624.36,1,2018,1,2017,4,11,7
977,2017-11-06,14822172493990.24,5652677544564.3,20474850038554.54,1,2018,1,2017,4,11,6
978,2017-11-03,14821576459075.11,5647433738272.85,20469010197347.96,1,2018,1,2017,4,11,3
979,2017-11-02,14821642013459.12,5663307574868.24,20484949588327.36,1,2018,1,2017,4,11,2
980,2017-11-01,14799846092284.06,5653441941354.77,20453288033638.83,1,2018,1,2017,4,11,1
981,2017-10-31,14751446096800.09,5691027453089.3,20442473549889.39,1,2018,1,2017,4,10,31
982,2017-10-30,14772105054082.36,5681263828026.98,20453368882109.34,1,2018,1,2017,4,10,30
983,2017-10-27,14771761981329.47,5682375506683.18,20454137488012.65,1,2018,1,2017,4,10,27
984,2017-10-26,14770807412108.47,5682437730684.15,20453245142792.62,1,2018,1,2017,4,10,26
985,2017-10-25,14752404082815.06,5687282519243.6,20439686602058.66,1,2018,1,2017,4,10,25
986,2017-10-24,14752220482289.41,5691234938952.1,20443455421241.51,1,2018,1,2017,4,10,24
987,2017-10-23,14751842197140.46,5683797149680.57,20435639346821.03,1,2018,1,2017,4,10,23
988,2017-10-20,14751548923140.46,5680485341971.32,20432034265111.78,1,2018,1,2017,4,10,20
989,2017-10-19,14751485824572.24,5681930190411.2,20433416014983.44,1,2018,1,2017,4,10,19
990,2017-10-18,14739697415648.19,5683673009700.7,20423370425348.89,1,2018,1,2017,4,10,18
991,2017-10-17,14739562952258.94,5693830747430.42,20433393699689.36,1,2018,1,2017,4,10,17
992,2017-10-16,14739245430435.61,5683726932678.68,20422972363114.29,1,2018,1,2017,4,10,16
993,2017-10-13,14709006397087.96,5675187625108.08,20384194022196.04,1,2018,1,2017,4,10,13
994,2017-10-12,14709162273815.65,5673016383243.91,20382178657059.56,1,2018,1,2017,4,10,12
995,2017-10-11,14703235756668.05,5672261747242.54,20375497503910.59,1,2018,1,2017,4,10,11
996,2017-10-10,14702512422837.4,5680659058141.4,20383171480978.8,1,2018,1,2017,4,10,10
997,2017-10-06,14702051155625.84,5671180256537.12,20373231412162.96,1,2018,1,2017,4,10,6
998,2017-10-05,14699886899813.05,5671286502639.18,20371173402452.23,1,2018,1,2017,4,10,5
999,2017-10-04,14678619924422.85,5668028257215.06,20346648181637.91,1,2018,1,2017,4,10,4
1000,2017-10-03,14678605049125.8,5665146138982.01,20343751188107.81,1,2018,1,2017,4,10,3
1001,2017-10-02,14679489825137.65,5668312511340.15,20347802336477.8,1,2018,1,2017,4,10,2
1002,2017-09-29,14673428663140.94,5571471352912.57,20244900016053.51,1,2017,4,2017,3,9,29
1003,2017-09-28,14649194898519.78,5554473955287.98,20203668853807.76,1,2017,4,2017,3,9,28
1004,2017-09-27,14632295977672.22,5556653461561.41,20188949439233.63,1,2017,4,2017,3,9,27
1005,2017-09-26,14632474734832.72,5568253805415.55,20200728540248.27,1,2017,4,2017,3,9,26
1006,2017-09-25,14630071008794.37,5560122316121.53,20190193324915.9,1,2017,4,2017,3,9,25
1007,2017-09-22,14630331480226.74,5551652668735.0,20181984148961.74,1,2017,4,2017,3,9,22
1008,2017-09-21,14628384646682.33,5551385212284.89,20179769858967.22,1,2017,4,2017,3,9,21
1009,2017-09-20,14615129910868.64,5549678200641.26,20164808111509.9,1,2017,4,2017,3,9,20
1010,2017-09-19,14613433326528.05,5559770521150.39,20173203847678.44,1,2017,4,2017,3,9,19
1011,2017-09-18,14611842621457.12,5548586373662.92,20160428995120.04,1,2017,4,2017,3,9,18
1012,2017-09-15,14611034425087.68,5542533460806.59,20153567885894.27,1,2017,4,2017,3,9,15
1013,2017-09-14,14627258513577.2,5538208163557.51,20165466677134.71,1,2017,4,2017,3,9,14
1014,2017-09-13,14624323575931.9,5535685753745.91,20160009329677.81,1,2017,4,2017,3,9,13
1015,2017-09-12,14624438900751.01,5549066963311.24,20173505864062.25,1,2017,4,2017,3,9,12
1016,2017-09-11,14624241429758.93,5541451312230.98,20165692741989.91,1,2017,4,2017,3,9,11
1017,2017-09-08,14622661213046.99,5539515584857.14,20162176797904.13,1,2017,4,2017,3,9,8
1018,2017-09-07,14410076163680.58,5434510797926.54,19844586961607.12,1,2017,4,2017,3,9,7
1019,2017-09-06,14411300801153.53,5433031596205.0,19844332397358.53,1,2017,4,2017,3,9,6
1020,2017-09-05,14418693678455.88,5425696570659.58,19844390249115.46,1,2017,4,2017,3,9,5
1021,2017-09-01,14428250468926.45,5416371174602.17,19844621643528.62,1,2017,4,2017,3,9,1
1022,2017-08-31,14381561995497.24,5462971446427.15,19844533441924.39,1,2017,4,2017,3,8,31
1023,2017-08-30,14393272109801.02,5451488258564.91,19844760368365.93,1,2017,4,2017,3,8,30
1024,2017-08-29,14388580918004.16,5456236119764.97,19844817037769.13,1,2017,4,2017,3,8,29
1025,2017-08-28,14394393337425.27,5450480368395.16,19844873705820.43,1,2017,4,2017,3,8,28
1026,2017-08-25,14397469719185.39,5447573984758.44,19845043703943.83,1,2017,4,2017,3,8,25
1027,2017-08-24,14398771600092.09,5446328767032.0,19845100367124.09,1,2017,4,2017,3,8,24
1028,2017-08-23,14396462390129.16,5448386994538.2,19844849384667.36,1,2017,4,2017,3,8,23
1029,2017-08-22,14385378835100.31,5459527064260.12,19844905899360.43,1,2017,4,2017,3,8,22
1030,2017-08-21,14391211068090.47,5453751344613.15,19844962412703.62,1,2017,4,2017,3,8,21
1031,2017-08-18,14394276377882.4,5450855569155.67,19845131947038.07,1,2017,4,2017,3,8,18
1032,2017-08-17,14393928425569.18,5451260034597.59,19845188460166.77,1,2017,4,2017,3,8,17
1033,2017-08-16,14398781543011.79,5445902386051.67,19844683929063.46,1,2017,4,2017,3,8,16
1034,2017-08-15,14387623664389.71,5457116043627.46,19844739708017.17,1,2017,4,2017,3,8,15
1035,2017-08-14,14397795363378.02,5447000683363.61,19844796046741.63,1,2017,4,2017,3,8,14
1036,2017-08-11,14401003833986.93,5443961315795.02,19844965149781.95,1,2017,4,2017,3,8,11
1037,2017-08-10,14398550007057.28,5446471507886.88,19845021514944.16,1,2017,4,2017,3,8,10
1038,2017-08-09,14399959755350.13,5444790035888.08,19844749791238.21,1,2017,4,2017,3,8,9
1039,2017-08-08,14385877714057.05,5458927549326.83,19844805263383.88,1,2017,4,2017,3,8,8
1040,2017-08-07,14394023898661.97,5450836835512.12,19844860734174.09,1,2017,4,2017,3,8,7
1041,2017-08-04,14397065676211.26,5447961462224.19,19845027138435.45,1,2017,4,2017,3,8,4
1042,2017-08-03,14398480541692.57,5446602062169.73,19845082603862.3,1,2017,4,2017,3,8,3
1043,2017-08-02,14385610981667.42,5459197450989.33,19844808432656.75,1,2017,4,2017,3,8,2
