,Record Date,Debt Held by the Public,Intragovernmental Holdings,Total Public Debt Outstanding,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
0,2021-09-27,22256338250050.82,6170789739032.27,28427127989083.09,1,2021,4,2021,3,9,27
1,2021-09-24,22258560217860.66,6168603078564.77,28427163296425.43,1,2021,4,2021,3,9,24
2,2021-09-23,22268769908383.62,6158405155555.71,28427175063939.33,1,2021,4,2021,3,9,23
3,2021-09-22,22272250116489.61,6154921969847.41,28427172086337.02,1,2021,4,2021,3,9,22
4,2021-09-21,22261385155784.91,6165798800217.13,28427183956002.04,1,2021,4,2021,3,9,21
5,2021-09-20,22272829494666.71,6154358177830.89,28427187672497.6,1,2021,4,2021,3,9,20
6,2021-09-17,22278261586551.23,6148961653679.1,28427223240230.33,1,2021,4,2021,3,9,17
7,2021-09-16,22284196732219.11,6143038362826.17,28427235095045.28,1,2021,4,2021,3,9,16
8,2021-09-15,22294050150299.86,6133178833908.48,28427228984208.34,1,2021,4,2021,3,9,15
9,2021-09-14,22282916629210.18,6144324234417.77,28427240863627.95,1,2021,4,2021,3,9,14
10,2021-09-13,22289670277991.72,6137573591602.65,28427243869594.37,1,2021,4,2021,3,9,13
11,2021-09-10,22293297812749.98,6133981660138.29,28427279472888.27,1,2021,4,2021,3,9,10
12,2021-09-09,22295049268428.03,6132242070559.33,28427291338987.36,1,2021,4,2021,3,9,9
13,2021-09-08,22293378330153.58,6133875467384.64,28427253797538.22,1,2021,4,2021,3,9,8
14,2021-09-07,22282683988638.66,6144581693954.86,28427265682593.52,1,2021,4,2021,3,9,7
15,2021-09-03,22290288845635.85,6137015741954.64,28427304587590.49,1,2021,4,2021,3,9,3
16,2021-09-02,22282258638442.67,6145057831309.79,28427316469752.46,1,2021,4,2021,3,9,2
17,2021-09-01,22292652192807.87,6134653142158.84,28427305334966.71,1,2021,4,2021,3,9,1
18,2021-08-31,22254543554131.93,6172773630395.71,28427317184527.64,1,2021,4,2021,3,8,31
19,2021-08-30,22246920959895.58,6180620490079.75,28427541449975.33,1,2021,4,2021,3,8,30
20,2021-08-27,22243672524384.31,6183904476289.52,28427577000673.83,1,2021,4,2021,3,8,27
21,2021-08-26,22241122967198.27,6186465882289.53,28427588849487.8,1,2021,4,2021,3,8,26
22,2021-08-25,22248957391524.21,6178617314387.32,28427574705911.53,1,2021,4,2021,3,8,25
23,2021-08-24,22237978420871.84,6189608045327.77,28427586466199.61,1,2021,4,2021,3,8,24
24,2021-08-23,22251584529470.09,6176005210893.51,28427589740363.6,1,2021,4,2021,3,8,23
25,2021-08-20,22256434599033.89,6171190438803.48,28427625037837.37,1,2021,4,2021,3,8,20
26,2021-08-19,22259020798508.09,6168616003382.5,28427636801890.59,1,2021,4,2021,3,8,19
27,2021-08-18,22265522025850.47,6162096235459.12,28427618261309.59,1,2021,4,2021,3,8,18
28,2021-08-17,22250414879625.43,6177215015524.08,28427629895149.51,1,2021,4,2021,3,8,17
29,2021-08-16,22264523807491.39,6163108508425.5,28427632315916.89,1,2021,4,2021,3,8,16
30,2021-08-13,22275281971506.72,6152385216728.58,28427667188235.3,1,2021,4,2021,3,8,13
31,2021-08-12,22275214277846.82,6152464576454.21,28427678854301.03,1,2021,4,2021,3,8,12
32,2021-08-11,22279129327736.47,6148507652908.77,28427636980645.24,1,2021,4,2021,3,8,11
33,2021-08-10,22261696511328.14,6165952173498.31,28427648684826.45,1,2021,4,2021,3,8,10
34,2021-08-09,22270829338089.78,6156821744971.76,28427651083061.54,1,2021,4,2021,3,8,9
35,2021-08-06,22278553023249.22,6149133061849.17,28427686085098.39,1,2021,4,2021,3,8,6
36,2021-08-05,22277470458069.36,6150227292771.81,28427697750841.17,1,2021,4,2021,3,8,5
37,2021-08-04,22280521336952.44,6147163174642.44,28427684511594.88,1,2021,4,2021,3,8,4
38,2021-08-03,22281416341623.29,6146279821476.16,28427696163099.45,1,2021,4,2021,3,8,3
39,2021-08-02,22293275208582.66,6134423437249.5,28427698645832.16,1,2021,4,2021,3,8,2
40,2021-07-30,22284627647306.26,6143094225112.44,28427721872418.7,1,2021,4,2021,3,7,30
41,2021-07-29,22267029586371.88,6193100211722.58,28460129798094.46,1,2021,4,2021,3,7,29
42,2021-07-28,22289101510534.79,6194498806304.28,28483600316839.07,1,2021,4,2021,3,7,28
43,2021-07-27,22289709886684.45,6198190332052.51,28487900218736.96,1,2021,4,2021,3,7,27
44,2021-07-26,22299753466971.75,6188534772552.67,28488288239524.42,1,2021,4,2021,3,7,26
45,2021-07-23,22299532173727.06,6175408509789.64,28474940683516.7,1,2021,4,2021,3,7,23
46,2021-07-22,22296153948889.77,6175117883384.71,28471271832274.48,1,2021,4,2021,3,7,22
47,2021-07-21,22303232541301.08,6170931997417.4,28474164538718.48,1,2021,4,2021,3,7,21
48,2021-07-20,22304036228186.43,6189272117446.16,28493308345632.59,1,2021,4,2021,3,7,20
49,2021-07-19,22344214950191.29,6189008188878.05,28533223139069.34,1,2021,4,2021,3,7,19
50,2021-07-16,22344306552282.47,6178710219315.08,28523016771597.55,1,2021,4,2021,3,7,16
51,2021-07-15,22345372642438.45,6176755964138.34,28522128606576.79,1,2021,4,2021,3,7,15
52,2021-07-14,22290773813444.3,6170381932718.39,28461155746162.69,1,2021,4,2021,3,7,14
53,2021-07-13,22289663938121.45,6187410462062.94,28477074400184.39,1,2021,4,2021,3,7,13
54,2021-07-12,22314724385689.48,6175520671069.96,28490245056759.44,1,2021,4,2021,3,7,12
55,2021-07-09,22315029737100.17,6170465943138.15,28485495680238.32,1,2021,4,2021,3,7,9
56,2021-07-08,22314776050830.43,6165378307707.07,28480154358537.5,1,2021,4,2021,3,7,8
57,2021-07-07,22306770866015.64,6165699173737.62,28472470039753.26,1,2021,4,2021,3,7,7
58,2021-07-06,22306603924620.3,6158960252096.07,28465564176716.37,1,2021,4,2021,3,7,6
59,2021-07-02,22328099402276.35,6152490607212.14,28480590009488.49,1,2021,4,2021,3,7,2
60,2021-07-01,22327776340518.48,6158722279393.53,28486498619912.01,1,2021,4,2021,3,7,1
61,2021-06-30,22329822962202.0,6199612910937.77,28529435873139.77,1,2021,3,2021,2,6,30
62,2021-06-29,22182683339412.07,6149638582259.51,28332321921671.58,1,2021,3,2021,2,6,29
63,2021-06-28,22206789980507.9,6144455676480.05,28351245656987.95,1,2021,3,2021,2,6,28
64,2021-06-25,22205687956460.57,6131613409981.42,28337301366441.99,1,2021,3,2021,2,6,25
65,2021-06-24,22187767708506.51,6134151567826.1,28321919276332.61,1,2021,3,2021,2,6,24
66,2021-06-23,22183392725037.2,6121515704596.79,28304908429633.99,1,2021,3,2021,2,6,23
67,2021-06-22,22180632086932.28,6138049027539.28,28318681114471.56,1,2021,3,2021,2,6,22
68,2021-06-21,22175169756124.23,6128546776458.01,28303716532582.24,1,2021,3,2021,2,6,21
69,2021-06-18,22174123894523.93,6121835348442.33,28295959242966.26,1,2021,3,2021,2,6,18
70,2021-06-17,22173891789491.61,6121985843645.43,28295877633137.04,1,2021,3,2021,2,6,17
71,2021-06-16,22200126454792.78,6110948160650.07,28311074615442.85,1,2021,3,2021,2,6,16
72,2021-06-15,22199581858833.24,6122095157080.14,28321677015913.38,1,2021,3,2021,2,6,15
73,2021-06-14,22098725144893.53,6108260301115.47,28206985446009.0,1,2021,3,2021,2,6,14
74,2021-06-11,22097493949541.56,6101700172385.72,28199194121927.28,1,2021,3,2021,2,6,11
75,2021-06-10,22097330750279.91,6101590528094.6,28198921278374.51,1,2021,3,2021,2,6,10
76,2021-06-09,22120188903981.41,6097651106794.94,28217840010776.35,1,2021,3,2021,2,6,9
77,2021-06-08,22119292849172.19,6114247056124.58,28233539905296.77,1,2021,3,2021,2,6,8
78,2021-06-07,22113630122093.77,6150714316301.53,28264344438395.3,1,2021,3,2021,2,6,7
79,2021-06-04,22112452092666.69,6145724602341.7,28258176695008.39,1,2021,3,2021,2,6,4
80,2021-06-03,22111555489083.39,6130387716042.07,28241943205125.46,1,2021,3,2021,2,6,3
81,2021-06-02,22135045676297.94,6141843820719.63,28276889497017.57,1,2021,3,2021,2,6,2
82,2021-06-01,22134003260072.17,6127929696255.24,28261932956327.41,1,2021,3,2021,2,6,1
83,2021-05-28,22020939013605.78,6178069324914.87,28199008338520.65,1,2021,3,2021,2,5,28
84,2021-05-27,21983687097488.36,6179954441119.86,28163641538608.22,1,2021,3,2021,2,5,27
85,2021-05-26,22005892292174.8,6181836272971.4,28187728565146.2,1,2021,3,2021,2,5,26
86,2021-05-25,22005337838702.23,6199345340520.62,28204683179222.85,1,2021,3,2021,2,5,25
87,2021-05-24,22024524562636.98,6189118887687.59,28213643450324.57,1,2021,3,2021,2,5,24
88,2021-05-21,22023188769144.74,6180265510930.55,28203454280075.29,1,2021,3,2021,2,5,21
89,2021-05-20,22023368939277.47,6178411518537.02,28201780457814.49,1,2021,3,2021,2,5,20
90,2021-05-19,22043405514971.15,6173897277550.94,28217302792522.09,1,2021,3,2021,2,5,19
91,2021-05-18,22042727374398.33,6189188425965.73,28231915800364.06,1,2021,3,2021,2,5,18
92,2021-05-17,22061105531880.52,6172509810125.81,28233615342006.33,1,2021,3,2021,2,5,17
93,2021-05-14,21983509838155.76,6156328156126.24,28139837994282.0,1,2021,3,2021,2,5,14
94,2021-05-13,21983347992327.39,6155059474087.66,28138407466415.05,1,2021,3,2021,2,5,13
95,2021-05-12,22005318639866.77,6151844208368.96,28157162848235.73,1,2021,3,2021,2,5,12
96,2021-05-11,22004657189638.04,6168275499885.19,28172932689523.23,1,2021,3,2021,2,5,11
97,2021-05-10,22019330546782.03,6161407291526.45,28180737838308.48,1,2021,3,2021,2,5,10
98,2021-05-07,22018250706027.92,6156584849561.5,28174835555589.42,1,2021,3,2021,2,5,7
99,2021-05-06,22019115149377.72,6157190866791.33,28176306016169.05,1,2021,3,2021,2,5,6
100,2021-05-05,22043397487051.74,6134473801662.7,28177871288714.44,1,2021,3,2021,2,5,5
101,2021-05-04,22042988570983.82,6132410823931.09,28175399394914.91,1,2021,3,2021,2,5,4
102,2021-05-03,22057630882663.13,6104796949093.3,28162427831756.43,1,2021,3,2021,2,5,3
103,2021-04-30,22056055138417.67,6118659345749.7,28174714484167.37,1,2021,3,2021,2,4,30
104,2021-04-29,21925659073777.93,6164507507968.98,28090166581746.91,1,2021,3,2021,2,4,29
105,2021-04-28,21943200600097.29,6168761282600.83,28111961882698.12,1,2021,3,2021,2,4,28
106,2021-04-27,21942657046607.38,6189594092712.02,28132251139319.4,1,2021,3,2021,2,4,27
107,2021-04-26,21957004963472.52,6185999431887.79,28143004395360.31,1,2021,3,2021,2,4,26
108,2021-04-23,21957478261707.4,6176680122512.7,28134158384220.1,1,2021,3,2021,2,4,23
109,2021-04-22,21957143354386.65,6171825443619.71,28128968798006.36,1,2021,3,2021,2,4,22
110,2021-04-21,21985230010323.22,6169791017148.34,28155021027471.56,1,2021,3,2021,2,4,21
111,2021-04-20,21985255784645.15,6185168435220.95,28170424219866.1,1,2021,3,2021,2,4,20
112,2021-04-19,21999763091557.03,6167798350671.37,28167561442228.4,1,2021,3,2021,2,4,19
113,2021-04-16,21998770702762.4,6156766345317.99,28155537048080.39,1,2021,3,2021,2,4,16
114,2021-04-15,21998736063710.95,6146277750105.33,28145013813816.28,1,2021,3,2021,2,4,15
115,2021-04-14,21952862957614.43,6130733678392.05,28083596636006.48,1,2021,3,2021,2,4,14
116,2021-04-13,21952364512797.69,6145221811265.46,28097586324063.15,1,2021,3,2021,2,4,13
117,2021-04-12,21956369879520.92,6135265334581.15,28091635214102.07,1,2021,3,2021,2,4,12
118,2021-04-09,21955507026274.01,6127481615779.89,28082988642053.9,1,2021,3,2021,2,4,9
119,2021-04-08,21955652659993.17,6125858764813.86,28081511424807.03,1,2021,3,2021,2,4,8
120,2021-04-07,21969175984437.34,6119944504706.86,28089120489144.2,1,2021,3,2021,2,4,7
121,2021-04-06,21967081393360.53,6118530813215.52,28085612206576.05,1,2021,3,2021,2,4,6
122,2021-04-05,21971846913110.56,6109774772971.1,28081621686081.66,1,2021,3,2021,2,4,5
123,2021-04-02,21971382795810.88,6102356920839.54,28073739716650.42,1,2021,3,2021,2,4,2
124,2021-04-01,21971261601025.54,6109866441905.41,28081128042930.95,1,2021,3,2021,2,4,1
125,2021-03-31,21986937011551.51,6145633292048.65,28132570303600.16,1,2021,2,2021,1,3,31
126,2021-03-30,21838638166663.87,6150607807893.56,27989245974557.43,1,2021,2,2021,1,3,30
127,2021-03-29,21842878877827.13,6147964379360.52,27990843257187.65,1,2021,2,2021,1,3,29
128,2021-03-26,21842176297659.89,6145354358894.84,27987530656554.73,1,2021,2,2021,1,3,26
129,2021-03-25,21816092391527.85,6147046434620.27,27963138826148.12,1,2021,2,2021,1,3,25
130,2021-03-24,21840451485509.25,6139294428976.72,27979745914485.97,1,2021,2,2021,1,3,24
131,2021-03-23,21839458802764.32,6156897759511.59,27996356562275.91,1,2021,2,2021,1,3,23
132,2021-03-22,21843202077965.73,6126577634202.1,27969779712167.83,1,2021,2,2021,1,3,22
133,2021-03-19,21842856763372.97,6122798833841.43,27965655597214.4,1,2021,2,2021,1,3,19
134,2021-03-18,21843029123525.67,6123753593186.58,27966782716712.25,1,2021,2,2021,1,3,18
135,2021-03-17,21860431420016.47,6114492274405.03,27974923694421.5,1,2021,2,2021,1,3,17
136,2021-03-16,21859707934095.31,6123915799949.15,27983623734044.46,1,2021,2,2021,1,3,16
137,2021-03-15,21884779949875.56,6117233541901.95,28002013491777.51,1,2021,2,2021,1,3,15
138,2021-03-12,21786192668157.33,6114166910987.66,27900359579144.99,1,2021,2,2021,1,3,12
139,2021-03-11,21786545592808.25,6113873476443.15,27900419069251.4,1,2021,2,2021,1,3,11
140,2021-03-10,21816186445186.04,6110440617854.12,27926627063040.16,1,2021,2,2021,1,3,10
141,2021-03-09,21816488165178.86,6128268255002.06,27944756420180.92,1,2021,2,2021,1,3,9
142,2021-03-08,21840832521438.53,6119360225555.55,27960192746994.08,1,2021,2,2021,1,3,8
143,2021-03-05,21839426762340.37,6115047188256.31,27954473950596.68,1,2021,2,2021,1,3,5
144,2021-03-04,21839665607325.16,6115315381010.9,27954980988336.06,1,2021,2,2021,1,3,4
145,2021-03-03,21868041292592.76,6111442830528.5,27979484123121.26,1,2021,2,2021,1,3,3
146,2021-03-02,21867120542751.5,6125580629964.27,27992701172715.77,1,2021,2,2021,1,3,2
147,2021-03-01,21892679686044.9,6111696590954.45,28004376276999.35,1,2021,2,2021,1,3,1
148,2021-02-26,21755737194886.79,6146626539588.91,27902363734475.7,1,2021,2,2021,1,2,26
149,2021-02-25,21720690635919.88,6152457904885.91,27873148540805.79,1,2021,2,2021,1,2,25
150,2021-02-24,21760562112279.96,6158460730564.01,27919022842843.97,1,2021,2,2021,1,2,24
151,2021-02-23,21760225183554.82,6125449821301.17,27885675004855.99,1,2021,2,2021,1,2,23
152,2021-02-22,21814986156287.54,6115620393275.92,27930606549563.46,1,2021,2,2021,1,2,22
153,2021-02-19,21815173302843.39,6108091606678.52,27923264909521.91,1,2021,2,2021,1,2,19
154,2021-02-18,21815155663420.02,6106807927312.68,27921963590732.7,1,2021,2,2021,1,2,18
155,2021-02-17,21813601430017.64,6106636149515.19,27920237579532.83,1,2021,2,2021,1,2,17
156,2021-02-16,21812094982567.85,6108449774098.05,27920544756665.9,1,2021,2,2021,1,2,16
157,2021-02-12,21750134546625.46,6101199472976.18,27851334019601.64,1,2021,2,2021,1,2,12
158,2021-02-11,21750215558801.93,6097248958403.86,27847464517205.79,1,2021,2,2021,1,2,11
159,2021-02-10,21749873858579.46,6096771355961.25,27846645214540.71,1,2021,2,2021,1,2,10
160,2021-02-09,21750064316585.32,6115082205659.2,27865146522244.52,1,2021,2,2021,1,2,9
161,2021-02-08,21748983640187.66,6107087478383.34,27856071118571.0,1,2021,2,2021,1,2,8
162,2021-02-05,21749421729798.54,6103371530914.17,27852793260712.71,1,2021,2,2021,1,2,5
163,2021-02-04,21749849416330.32,6105245605873.04,27855095022203.36,1,2021,2,2021,1,2,4
164,2021-02-03,21749198726415.67,6101851539360.6,27851050265776.27,1,2021,2,2021,1,2,3
165,2021-02-02,21749769083601.99,6115461377162.73,27865230460764.72,1,2021,2,2021,1,2,2
166,2021-02-01,21749185105265.67,6079965388255.09,27829150493520.76,1,2021,2,2021,1,2,1
167,2021-01-29,21643914788373.87,6140638244631.14,27784553033005.01,1,2021,2,2021,1,1,29
168,2021-01-28,21629076639325.49,6130829372229.5,27759906011554.99,1,2021,2,2021,1,1,28
169,2021-01-27,21637005700680.28,6131465276626.53,27768470977306.81,1,2021,2,2021,1,1,27
170,2021-01-26,21637251950547.69,6144494857524.6,27781746808072.29,1,2021,2,2021,1,1,26
171,2021-01-25,21637228235730.23,6135123517887.09,27772351753617.32,1,2021,2,2021,1,1,25
172,2021-01-22,21637423058071.62,6122213480346.16,27759636538417.78,1,2021,2,2021,1,1,22
173,2021-01-21,21637683073629.37,6118666592991.27,27756349666620.64,1,2021,2,2021,1,1,21
174,2021-01-20,21636823777934.2,6115072458480.57,27751896236414.77,1,2021,2,2021,1,1,20
175,2021-01-19,21636377183394.06,6116458685051.29,27752835868445.35,1,2021,2,2021,1,1,19
176,2021-01-15,21636517013516.31,6110288367763.98,27746805381280.29,1,2021,2,2021,1,1,15
177,2021-01-14,21578746189841.36,6103482418680.01,27682228608521.37,1,2021,2,2021,1,1,14
178,2021-01-13,21578677363278.05,6100723496587.72,27679400859865.77,1,2021,2,2021,1,1,13
179,2021-01-12,21578917911758.87,6117872742410.37,27696790654169.24,1,2021,2,2021,1,1,12
180,2021-01-11,21578169824451.13,6110077560304.61,27688247384755.74,1,2021,2,2021,1,1,11
181,2021-01-08,21578440452769.64,6104606780437.34,27683047233206.98,1,2021,2,2021,1,1,8
182,2021-01-07,21578759710032.75,6104491176445.28,27683250886478.03,1,2021,2,2021,1,1,7
183,2021-01-06,21595719334374.14,6103266615616.8,27698985949990.94,1,2021,2,2021,1,1,6
184,2021-01-05,21593996935176.88,6104160478628.53,27698157413805.41,1,2021,2,2021,1,1,5
185,2021-01-04,21593320887989.85,6084954082438.08,27678274970427.93,1,2021,2,2021,1,1,4
186,2020-12-31,21632418904104.24,6115379043563.53,27747797947667.77,1,2021,1,2020,4,12,31
187,2020-12-30,21468468575442.99,6092040322428.54,27560508897871.53,1,2021,1,2020,4,12,30
188,2020-12-29,21468460859105.23,6082369779075.99,27550830638181.22,1,2021,1,2020,4,12,29
189,2020-12-28,21468928694819.93,6073609510177.27,27542538204997.2,1,2021,1,2020,4,12,28
190,2020-12-24,21445028388848.74,6070482202955.65,27515510591804.39,1,2021,1,2020,4,12,24
191,2020-12-23,21448157219574.36,6068569641613.23,27516726861187.59,1,2021,1,2020,4,12,23
192,2020-12-22,21447826256733.93,6074489832877.4,27522316089611.33,1,2021,1,2020,4,12,22
193,2020-12-21,21447615134294.27,6065291889748.7,27512907024042.97,1,2021,1,2020,4,12,21
194,2020-12-18,21446525279996.38,6044940933359.78,27491466213356.16,1,2021,1,2020,4,12,18
195,2020-12-17,21446462125522.42,6060426761349.15,27506888886871.57,1,2021,1,2020,4,12,17
196,2020-12-16,21447890639089.95,6052616977063.35,27500507616153.3,1,2021,1,2020,4,12,16
197,2020-12-15,21448041180088.84,6064721314363.99,27512762494452.83,1,2021,1,2020,4,12,15
198,2020-12-14,21350931649169.06,6039724690213.91,27390656339382.97,1,2021,1,2020,4,12,14
199,2020-12-11,21351136018070.62,6034286365098.85,27385422383169.47,1,2021,1,2020,4,12,11
200,2020-12-10,21351415809631.68,6034408359881.83,27385824169513.51,1,2021,1,2020,4,12,10
201,2020-12-09,21354173060785.25,6050902700094.36,27405075760879.61,1,2021,1,2020,4,12,9
202,2020-12-08,21354421153858.66,6068352181713.39,27422773335572.05,1,2021,1,2020,4,12,8
203,2020-12-07,21354702143101.98,6060042400918.53,27414744544020.51,1,2021,1,2020,4,12,7
204,2020-12-04,21355692695821.43,6058423451462.27,27414116147283.7,1,2021,1,2020,4,12,4
205,2020-12-03,21356282431555.87,6057825407206.36,27414107838762.23,1,2021,1,2020,4,12,3
206,2020-12-02,21341926023922.18,6070387141183.46,27412313165105.64,1,2021,1,2020,4,12,2
207,2020-12-01,21342192975117.14,6063882707263.37,27406075682380.51,1,2021,1,2020,4,12,1
208,2020-11-30,21349471573310.81,6096816614939.36,27446288188250.17,1,2021,1,2020,4,11,30
209,2020-11-27,21218611743445.49,6057003752955.67,27275615496401.16,1,2021,1,2020,4,11,27
210,2020-11-25,21197640169859.85,6056550011420.35,27254190181280.2,1,2021,1,2020,4,11,25
211,2020-11-24,21198286608971.91,6071729311011.39,27270015919983.3,1,2021,1,2020,4,11,24
212,2020-11-23,21208012856822.73,6046402746324.61,27254415603147.34,1,2021,1,2020,4,11,23
213,2020-11-20,21207839089467.21,6039339151373.58,27247178240840.79,1,2021,1,2020,4,11,20
214,2020-11-19,21207842418951.08,6040220872216.34,27248063291167.42,1,2021,1,2020,4,11,19
215,2020-11-18,21209702993449.06,6036896179008.36,27246599172457.42,1,2021,1,2020,4,11,18
216,2020-11-17,21209227717633.17,6052762506936.69,27261990224569.86,1,2021,1,2020,4,11,17
217,2020-11-16,21217654666054.23,6040044008839.15,27257698674893.38,1,2021,1,2020,4,11,16
218,2020-11-13,21157219754436.15,6034565748537.8,27191785502973.95,1,2021,1,2020,4,11,13
219,2020-11-12,21157165930153.58,6033010895935.46,27190176826089.04,1,2021,1,2020,4,11,12
220,2020-11-10,21163144517488.27,6034590754858.75,27197735272347.02,1,2021,1,2020,4,11,10
221,2020-11-09,21173686134292.27,6046212761370.6,27219898895662.87,1,2021,1,2020,4,11,9
222,2020-11-06,21172132485311.66,6042361031199.64,27214493516511.3,1,2021,1,2020,4,11,6
223,2020-11-05,21172491717247.34,6044493315749.73,27216985032997.07,1,2021,1,2020,4,11,5
224,2020-11-04,21158958097657.07,6038010910206.76,27196969007863.83,1,2021,1,2020,4,11,4
225,2020-11-03,21158510032160.09,6038065036294.97,27196575068455.06,1,2021,1,2020,4,11,3
226,2020-11-02,21166249325865.81,6037135057073.48,27203384382939.29,1,2021,1,2020,4,11,2
227,2020-10-30,21096955697143.0,6038521105983.2,27135476803126.2,1,2021,1,2020,4,10,30
228,2020-10-29,21079776286056.41,6089721989634.29,27169498275690.7,1,2021,1,2020,4,10,29
229,2020-10-28,21076243138324.22,6091196312766.43,27167439451090.65,1,2021,1,2020,4,10,28
230,2020-10-27,21074340817490.1,6101525958376.74,27175866775866.84,1,2021,1,2020,4,10,27
231,2020-10-26,21083127197363.99,6096870537043.29,27179997734407.28,1,2021,1,2020,4,10,26
232,2020-10-23,21083992291444.08,6079493309510.87,27163485600954.95,1,2021,1,2020,4,10,23
233,2020-10-22,21084374495610.87,6066461190370.74,27150835685981.61,1,2021,1,2020,4,10,22
234,2020-10-21,21090454496181.8,6050309961745.95,27140764457927.75,1,2021,1,2020,4,10,21
235,2020-10-20,21089258084152.73,6066053260149.84,27155311344302.57,1,2021,1,2020,4,10,20
236,2020-10-19,21097983329140.83,6059731341484.9,27157714670625.73,1,2021,1,2020,4,10,19
237,2020-10-16,21097612015329.51,6050716708658.82,27148328723988.33,1,2021,1,2020,4,10,16
238,2020-10-15,21097401111521.33,6046264302910.27,27143665414431.6,1,2021,1,2020,4,10,15
239,2020-10-14,21017955322855.86,6039907401836.22,27057862724692.08,1,2021,1,2020,4,10,14
240,2020-10-13,21016869712763.46,6050200443741.5,27067070156504.96,1,2021,1,2020,4,10,13
241,2020-10-09,21025048295574.08,6047633050798.77,27072681346372.85,1,2021,1,2020,4,10,9
242,2020-10-08,21025422363846.53,6047684653135.78,27073107016982.31,1,2021,1,2020,4,10,8
243,2020-10-07,21010465532077.43,6042529975175.76,27052995507253.19,1,2021,1,2020,4,10,7
244,2020-10-06,21008381342943.4,6043808775575.87,27052190118519.27,1,2021,1,2020,4,10,6
245,2020-10-05,21016404227199.88,6034731731010.12,27051135958210.0,1,2021,1,2020,4,10,5
246,2020-10-02,21015385461953.38,6029306368056.8,27044691830010.18,1,2021,1,2020,4,10,2
247,2020-10-01,21015326142875.29,6011595792557.12,27026921935432.41,1,2021,1,2020,4,10,1
248,2020-09-30,21018952080385.63,5926439114229.52,26945391194615.15,1,2020,4,2020,3,9,30
249,2020-09-29,20903722526048.68,5886686323074.26,26790408849122.94,1,2020,4,2020,3,9,29
250,2020-09-28,20912955980381.15,5898453746116.18,26811409726497.33,1,2020,4,2020,3,9,28
251,2020-09-25,20913614093095.84,5897284418828.47,26810898511924.31,1,2020,4,2020,3,9,25
252,2020-09-24,20891109397593.75,5895022952779.6,26786132350373.35,1,2020,4,2020,3,9,24
253,2020-09-23,20890465946735.07,5887336011247.8,26777801957982.87,1,2020,4,2020,3,9,23
254,2020-09-22,20890403542124.78,5900581969606.9,26790985511731.68,1,2020,4,2020,3,9,22
255,2020-09-21,20903518934800.92,5891148909254.73,26794667844055.65,1,2020,4,2020,3,9,21
256,2020-09-18,20903123720719.24,5887264062964.45,26790387783683.69,1,2020,4,2020,3,9,18
257,2020-09-17,20902736906992.54,5887707509965.64,26790444416958.18,1,2020,4,2020,3,9,17
258,2020-09-16,20901066700028.11,5880471466881.62,26781538166909.73,1,2020,4,2020,3,9,16
259,2020-09-15,20899183125928.77,5891320713189.51,26790503839118.28,1,2020,4,2020,3,9,15
260,2020-09-14,20835330718048.11,5879745043600.83,26715075761648.94,1,2020,4,2020,3,9,14
261,2020-09-11,20834490036761.48,5876388983230.87,26710879019992.35,1,2020,4,2020,3,9,11
262,2020-09-10,20833992369400.21,5875556790948.64,26709549160348.85,1,2020,4,2020,3,9,10
263,2020-09-09,20818231086830.76,5878992290803.45,26697223377634.21,1,2020,4,2020,3,9,9
264,2020-09-08,20814037207734.74,5885335971279.72,26699373179014.46,1,2020,4,2020,3,9,8
265,2020-09-04,20843497254129.55,5879812994442.54,26723310248572.09,1,2020,4,2020,3,9,4
266,2020-09-03,20842647539754.64,5880027240330.53,26722674780085.17,1,2020,4,2020,3,9,3
267,2020-09-02,20832904201163.69,5878583740781.38,26711487941945.07,1,2020,4,2020,3,9,2
268,2020-09-01,20831829321818.21,5871122002227.36,26702951324045.57,1,2020,4,2020,3,9,1
269,2020-08-31,20822038395784.06,5906797456602.38,26728835852386.44,1,2020,4,2020,3,8,31
270,2020-08-28,20728399179895.89,5908514260979.47,26636913440875.36,1,2020,4,2020,3,8,28
271,2020-08-27,20706040194248.8,5909612962437.01,26615653156685.81,1,2020,4,2020,3,8,27
272,2020-08-26,20699215627374.74,5909809764813.72,26609025392188.46,1,2020,4,2020,3,8,26
273,2020-08-25,20698890567632.38,5927397112257.67,26626287679890.05,1,2020,4,2020,3,8,25
274,2020-08-24,20687039152758.81,5913064574437.05,26600103727195.86,1,2020,4,2020,3,8,24
275,2020-08-21,20686347281326.49,5910665248306.82,26597012529633.31,1,2020,4,2020,3,8,21
276,2020-08-20,20686047542443.54,5909553260448.82,26595600802892.36,1,2020,4,2020,3,8,20
277,2020-08-19,20677829765197.63,5900297373419.77,26578127138617.4,1,2020,4,2020,3,8,19
278,2020-08-18,20677341061204.9,5917661036184.02,26595002097388.92,1,2020,4,2020,3,8,18
279,2020-08-17,20675781863412.34,5904062433171.87,26579844296584.21,1,2020,4,2020,3,8,17
280,2020-08-14,20614743112528.87,5893996902813.85,26508740015342.72,1,2020,4,2020,3,8,14
281,2020-08-13,20614305019013.95,5895391608530.97,26509696627544.92,1,2020,4,2020,3,8,13
282,2020-08-12,20595620290631.63,5893184077516.59,26488804368148.22,1,2020,4,2020,3,8,12
